DateMeasured,TimeMeasured,Tank,Species,Colony,Treatment,ID,Fo(I),Fm(I),Y(I),Fo(II),Fm(II),Y(II),Fo(III),Fm(III),Y(III),Fo(avg),Fm(avg),Y(avg)
20240815,4:32:17,2,MD,1,low_pH,14,765,1689,0.547,650,1371,0.526,715,1589,0.55,710,1549.666667,0.541
20240815,4:33:30,2,MD,1,low_pH,13,734,1551,0.527,672,1323,0.492,930,2061,0.549,778.6666667,1645,0.522666667
20240815,4:34:54,2,MD,2,low_pH,20,792,1652,0.521,912,1990,0.542,909,1540,0.41,871,1727.333333,0.491
20240815,4:37:19,2,MD,2,low_pH,29,797,1721,0.537,1041,2084,0.5,890,1763,0.495,909.3333333,1856,0.510666667
20240815,4:38:38,2,MD,4,low_pH,15,593,1110,0.466,379,875,0.567,399,927,0.57,457,970.6666667,0.534333333
20240815,4:40:08,2,MD,4,low_pH,21,547,956,0.428,765,1616,0.527,529,1074,0.507,613.6666667,1215.333333,0.487333333
20240815,4:41:20,2,MD,5,low_pH,17,800,1526,0.476,670,1370,0.511,790,1571,0.497,753.3333333,1489,0.494666667
20240815,4:42:06,2,MD,5,low_pH,25,787,1464,0.462,840,1555,0.46,724,1855,0.61,783.6666667,1624.666667,0.510666667
20240815,4:45:59,2,DL,1,low_pH,16,449,1011,0.556,563,1198,0.53,613,1284,0.523,541.6666667,1164.333333,0.536333333
20240815,4:46:55,2,DL,1,low_pH,17,368,762,0.517,360,700,0.486,408,819,0.502,378.6666667,760.3333333,0.501666667
20240815,4:48:00,2,DL,2,low_pH,19,662,1383,0.521,602,1345,0.552,601,1313,0.542,621.6666667,1347,0.538333333
20240815,4:49:12,2,DL,2,low_pH,8,565,1295,0.564,580,1257,0.539,519,1159,0.552,554.6666667,1237,0.551666667
20240815,4:51:06,2,DL,3,low_pH,18,538,1214,0.557,579,1271,0.544,456,986,0.538,524.3333333,1157,0.546333333
20240815,4:51:59,2,DL,3,low_pH,9,568,1266,0.551,474,1010,0.531,573,1269,0.548,538.3333333,1181.666667,0.543333333
20240815,4:53:16,2,DL,4,low_pH,17,690,1573,0.561,889,2028,0.562,640,1481,0.568,739.6666667,1694,0.563666667
20240815,4:54:38,2,DL,4,low_pH,24,584,1384,0.578,628,1524,0.588,675,1584,0.574,629,1497.333333,0.58
20240815,4:58:05,3,DL,1,low_pH,6,596,1434,0.584,569,1316,0.568,650,1600,0.594,605,1450,0.582
20240815,4:59:16,3,DL,1,low_pH,13,460,1160,0.603,454,1109,0.591,596,1395,0.573,503.3333333,1221.333333,0.589
20240815,5:00:15,3,DL,2,low_pH,3,756,1911,0.604,754,1830,0.588,799,1935,0.587,769.6666667,1892,0.593
20240815,5:02:07,3,DL,2,low_pH,20,491,1256,0.609,504,1292,0.61,557,1497,0.628,517.3333333,1348.333333,0.615666667
20240815,5:03:20,3,DL,3,low_pH,11,674,1671,0.597,684,1610,0.575,789,1889,0.582,715.6666667,1723.333333,0.584666667
20240815,5:05:07,3,DL,3,low_pH,8,555,1379,0.598,644,1549,0.584,613,1483,0.587,604,1470.333333,0.589666667
20240815,5:06:38,3,DL,4,low_pH,12,901,2347,0.616,665,1708,0.611,677,1783,0.62,747.6666667,1946,0.615666667
20240815,5:08:22,3,DL,4,low_pH,22,493,1355,0.636,649,1788,0.637,529,1429,0.63,557,1524,0.634333333
20240815,5:09:25,3,MD,2,low_pH,21,1013,2471,0.59,886,2134,0.585,826,1958,0.578,908.3333333,2187.666667,0.584333333
20240815,5:10:41,3,MD,4,low_pH,22,586,810,0.277,551,1246,0.558,857,1892,0.547,664.6666667,1316,0.460666667
20240815,5:11:55,3,MD,5,low_pH,22,480,1184,0.595,697,1504,0.537,700,1635,0.572,625.6666667,1441,0.568
20240815,5:13:23,3,MD,1,low_pH,18,946,2145,0.559,732,1551,0.528,777,1717,0.547,818.3333333,1804.333333,0.544666667
20240815,5:14:28,3,MD,2,low_pH,17,643,1666,0.614,695,1720,0.596,717,1891,0.621,685,1759,0.610333333
20240815,5:15:36,3,MD,1,low_pH,10,716,1638,0.563,959,2205,0.565,788,1771,0.555,821,1871.333333,0.561
20240815,5:16:45,3,MD,4,low_pH,24,273,609,0.552,367,801,0.542,296,650,0.545,312,686.6666667,0.546333333
20240815,5:19:16,3,MD,5,low_pH,3,563,1203,0.532,493,1136,0.566,393,923,0.574,483,1087.333333,0.557333333
20240815,5:38:59,5,MD,1,Control,9,744,1655,0.55,748,1834,0.592,980,2077,0.528,824,1855.333333,0.556666667
20240815,5:39:51,5,MD,1,Control,24,882,2009,0.561,643,1463,0.56,680,1551,0.562,735,1674.333333,0.561
20240815,5:41:16,5,MD,2,Control,6,1031,2438,0.577,588,1014,0.42,966,2420,0.601,861.6666667,1957.333333,0.532666667
20240815,5:42:46,5,MD,2,Control,18,711,1838,0.613,925,2174,0.575,667,1690,0.605,767.6666667,1900.666667,0.597666667
20240815,5:44:25,5,MD,4,Control,2,714,1758,0.594,522,1155,0.548,412,903,0.544,549.3333333,1272,0.562
20240815,5:46:49,5,MD,4,Control,26,731,1647,0.556,601,1318,0.544,568,1155,0.508,633.3333333,1373.333333,0.536
20240815,5:48:06,5,MD,5,Control,9,637,1406,0.547,431,938,0.541,812,1824,0.555,626.6666667,1389.333333,0.547666667
20240815,5:49:08,5,MD,5,Control,21,662,1491,0.556,557,1283,0.566,785,1837,0.573,668,1537,0.565
20240815,5:50:38,5,DL,1,Control,14,519,1292,0.598,521,1234,0.578,638,1474,0.567,559.3333333,1333.333333,0.581
20240815,5:51:44,5,DL,1,Control,24,525,1226,0.572,549,1326,0.586,653,1586,0.588,575.6666667,1379.333333,0.582
20240815,5:53:24,5,DL,4,Control,3,1131,2642,0.572,1015,2366,0.571,1085,2441,0.556,1077,2483,0.566333333
20240815,6:05:01,5,DL,4,Control,23,870,2118,0.589,766,1929,0.603,658,1633,0.597,764.6666667,1893.333333,0.596333333
20240815,6:06:01,5,DL,2,Control,25,569,1512,0.624,503,1295,0.612,678,1719,0.606,583.3333333,1508.666667,0.614
20240815,6:07:03,5,DL,2,Control,26,725,1792,0.595,784,1840,0.574,732,1742,0.58,747,1791.333333,0.583
20240815,6:08:14,5,DL,3,Control,24,661,1614,0.59,658,1636,0.598,665,1609,0.587,661.3333333,1619.666667,0.591666667
20240815,6:09:05,5,DL,3,Control,14,603,1559,0.613,540,1355,0.601,557,1375,0.595,566.6666667,1429.666667,0.603
20240815,6:11:14,4,MD,1,Control,25,752,1464,0.486,683,1255,0.456,704,1499,0.53,713,1406,0.490666667
20240815,6:12:13,4,MD,1,Control,7,836,1723,0.515,883,1679,0.474,984,1749,0.437,901,1717,0.475333333
20240815,6:13:21,4,MD,2,Control,24,934,1847,0.494,864,1682,0.486,768,1429,0.463,855.3333333,1652.666667,0.481
20240815,6:14:45,4,MD,2,Control,19,566,1235,0.542,665,1357,0.51,448,827,0.458,559.6666667,1139.666667,0.503333333
20240815,6:15:36,4,MD,5,Control,18,802,1497,0.464,750,1399,0.464,821,1464,0.439,791,1453.333333,0.455666667
20240815,6:16:36,4,MD,5,Control,19,966,1785,0.459,1075,2063,0.479,983,2015,0.512,1008,1954.333333,0.483333333
20240815,6:17:42,4,MD,4,Control,10,817,1806,0.548,831,1801,0.539,776,1816,0.573,808,1807.666667,0.553333333
20240815,6:18:38,4,DL,2,Control,2,730,1500,0.513,579,1195,0.515,609,1312,0.536,639.3333333,1335.666667,0.521333333
20240815,6:19:32,4,DL,3,Control,3,561,1259,0.554,526,1186,0.556,536,1180,0.546,541,1208.333333,0.552
20240815,6:20:22,4,DL,3,Control,19,475,1099,0.568,603,1288,0.532,523,1178,0.556,533.6666667,1188.333333,0.552
20240815,6:21:22,4,DL,1,Control,19,434,927,0.532,479,942,0.492,529,1044,0.493,480.6666667,971,0.505666667
20240815,6:22:13,4,DL,4,Control,2,555,1301,0.573,592,1390,0.574,707,1631,0.567,618,1440.666667,0.571333333
20240815,6:23:33,4,DL,1,Control,7,541,1118,0.516,488,982,0.503,439,924,0.525,489.3333333,1008,0.514666667
20240815,6:25:21,4,DL,2,Control,4,805,1741,0.538,845,1709,0.506,780,1622,0.519,810,1690.666667,0.521
20240815,6:26:49,4,DL,4,Control,1,646,1601,0.597,519,1281,0.595,545,1323,0.588,570,1401.666667,0.593333333
20240815,6:28:49,6,DL,4,Heat,15,848,1912,0.556,683,1554,0.56,853,1978,0.569,794.6666667,1814.666667,0.561666667
20240815,6:29:57,6,DL,2,Heat,10,696,1605,0.566,725,1590,0.544,658,1526,0.569,693,1573.666667,0.559666667
20240815,6:30:58,6,DL,3,Heat,7,432,962,0.551,483,1067,0.547,381,815,0.533,432,948,0.543666667
20240815,6:32:11,6,DL,4,Heat,9,359,817,0.561,311,757,0.589,321,765,0.58,330.3333333,779.6666667,0.576666667
20240815,6:33:12,6,DL,2,Heat,13,728,1396,0.479,346,734,0.529,402,817,0.508,492,982.3333333,0.505333333
20240815,6:34:10,6,DL,1,Heat,18,503,1101,0.543,454,900,0.496,432,886,0.512,463,962.3333333,0.517
20240815,6:35:06,6,DL,3,Heat,22,504,1088,0.537,561,1174,0.522,551,1217,0.547,538.6666667,1159.666667,0.535333333
20240815,6:36:20,6,DL,1,Heat,20,625,1240,0.496,666,1366,0.512,551,1127,0.511,614,1244.333333,0.506333333
20240815,6:37:13,6,MD,4,Heat,3,1156,2249,0.486,959,1723,0.443,883,1590,0.445,999.3333333,1854,0.458
20240815,6:38:10,6,MD,4,Heat,7,395,738,0.465,499,887,0.437,368,686,0.464,420.6666667,770.3333333,0.455333333
20240815,6:39:11,6,MD,5,Heat,7,663,1289,0.486,856,1786,0.521,842,1606,0.476,787,1560.333333,0.494333333
20240815,6:40:20,6,MD,5,Heat,11,753,1661,0.547,799,1645,0.514,925,1904,0.514,825.6666667,1736.666667,0.525
20240815,6:41:26,6,MD,2,Heat,13,639,1335,0.521,758,1405,0.46,976,1769,0.448,791,1503,0.476333333
20240815,6:42:23,6,MD,2,Heat,3,368,664,0.446,362,633,0.428,814,1405,0.421,514.6666667,900.6666667,0.431666667
20240815,6:43:31,6,MD,1,Heat,17,432,846,0.489,460,940,0.511,752,1730,0.565,548,1172,0.521666667
20240815,6:44:28,6,MD,1,Heat,16,735,1761,0.583,651,1511,0.569,602,1421,0.576,662.6666667,1564.333333,0.576
20240815,6:50:28,7,DL,1,Heat,26,466,1268,0.632,548,1370,0.6,601,1500,0.599,538.3333333,1379.333333,0.610333333
20240815,6:51:11,7,DL,1,Heat,11,515,1307,0.606,593,1470,0.597,553,1386,0.601,553.6666667,1387.666667,0.601333333
20240815,6:51:58,7,DL,2,Heat,24,562,1456,0.614,546,1401,0.61,613,1606,0.618,573.6666667,1487.666667,0.614
20240815,6:52:55,7,DL,2,Heat,23,645,1682,0.617,723,1887,0.617,719,1814,0.604,695.6666667,1794.333333,0.612666667
20240815,6:53:34,7,DL,3,Heat,2,468,1231,0.62,565,1430,0.605,462,1175,0.607,498.3333333,1278.666667,0.610666667
20240815,6:54:16,7,DL,4,Heat,19,555,1546,0.641,521,1470,0.646,503,1403,0.641,526.3333333,1473,0.642666667
20240815,6:55:07,7,DL,4,Heat,25,684,1721,0.603,581,1495,0.611,626,1623,0.614,630.3333333,1613,0.609333333
20240815,6:56:09,7,DL,3,Heat,10,513,1352,0.621,509,1368,0.628,536,1410,0.62,519.3333333,1376.666667,0.623
20240815,6:57:19,7,MD,2,Heat,26,778,1779,0.563,769,1900,0.595,688,1736,0.604,745,1805,0.587333333
20240815,6:58:11,7,MD,3,Heat,20,604,1379,0.562,623,1363,0.543,605,1369,0.558,610.6666667,1370.333333,0.554333333
20240815,6:59:26,7,MD,2,Heat,7,825,2083,0.604,1277,3035,0.579,1088,2518,0.568,1063.333333,2545.333333,0.583666667
20240815,7:00:37,7,MD,5,Heat,4,673,1620,0.585,918,2108,0.565,691,1690,0.591,760.6666667,1806,0.580333333
20240815,7:01:35,7,MD,1,Heat,12,722,1623,0.555,693,1568,0.558,632,1395,0.547,682.3333333,1528.666667,0.553333333
20240815,7:02:54,7,MD,4,Heat,16,842,1970,0.573,1007,2412,0.583,795,1889,0.579,881.3333333,2090.333333,0.578333333
20240815,7:04:13,7,MD,4,Heat,11,962,2253,0.573,892,1971,0.547,886,2108,0.58,913.3333333,2110.666667,0.566666667
20240815,7:05:47,7,MD,1,Heat,26,754,1936,0.611,555,1385,0.599,840,2048,0.59,716.3333333,1789.666667,0.6
